Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
재;해석,COMP,Medium,Judgment,COMP
재롱;떨,NEG,Medium,Argument,POS
재롱;떨는,NEG,Medium,Argument,POS
재물;도,NEG,Low,Argument,POS
재미;가,POS,Medium,Judgment,POS
재미;로,POS,Medium,Judgment,POS
재미;를,POS,Medium,Judgment,POS
재봉틀;앞,NEUT,Low,Argument,POS
재산권;은,NEG,Medium,Argument,POS
재산권;을,NEG,Medium,Argument,POS
재산;피해,NEG,High,Judgment,NEG
재산;피해도,NEG,High,Judgment,NEG
재;연하,NEG,Medium,Judgment,NEG
재주;꾼,NEG,High,Judgment,NEG
재주;많,POS,Medium,Judgment,POS
재현;하,POS,Medium,Judgment,POS
쟁쟁;하,POS,Medium,Judgment,POS
저;미제,NEG,Medium,Argument,POS
전;누구,NEG,Medium,Argument,POS
저;도,POS,Low,Argument,POS
저;의,NEG,Medium,Intention,POS
저;성장,NEG,Medium,Judgment,NEG
저;임금,POS,Medium,Argument,POS
저;거,COMP,Medium,Argument,POS
저;것,NEG,Medium,Argument,POS
저리;도,NONE,None,Others,POS
저속;하,NEG,Medium,Judgment,NEG
저절로;생기,POS,Medium,Argument,POS
저지르;어라,POS,Medium,Argument,POS
적;이,POS,Medium,Judgment,POS
적지;않,NEG,Medium,Judgment,NEG
적;가치,POS,Medium,Judgment,POS
적;갈등,NEG,Medium,Judgment,NEG
적;견해,COMP,Medium,Judgment,COMP
적;경직,POS,Medium,Judgment,POS
적경;직성,POS,Medium,Judgment,POS
적;고갈,NEG,Medium,Judgment,NEG
적;공백,POS,Medium,Judgment,POS
적;관심,POS,Medium,Judgment,POS
적;관점,COMP,Medium,Judgment,COMP
적;궁핍,NEG,Medium,Emotion,NEG
적;단서,COMP,Medium,Judgment,POS
적도;둑,NEG,Medium,Argument,POS
적;도둑질,NEG,Medium,Argument,POS
적;문제,NEG,Medium,Judgment,NEG
적;부가,POS,Medium,Judgment,POS
적;부가가치,POS,Medium,Judgment,POS
적;비극,NEG,Low,Judgment,NEG
적;비리,NEG,High,Judgment,NEG
적;상황,NEG,High,Judgment,NEG
적;성취,POS,Medium,Judgment,POS
적;실상,NEG,Medium,Judgment,NEG
적;영혼,POS,Medium,Judgment,POS
적;욕망,NEG,Low,Judgment,NEG
적;으로,POS,Medium,Judgment,POS
적의;지,NEG,Low,Judgment,NEG
적;이고,POS,Medium,Judgment,POS
적;인,POS,Medium,Judgment,POS
적;인식,POS,Medium,Judgment,POS
적;자유,POS,Low,Judgment,POS
적;재미,POS,Medium,Judgment,POS
적;재산,NEG,Medium,Argument,POS
적;재산권,NEG,Medium,Argument,POS
적지;지,POS,High,Judgment,POS
적지;지를,POS,High,Judgment,POS
적;질병,POS,Medium,Judgment,POS
적;집단,NEG,Medium,Judgment,NEG
적;책임,NEG,High,Judgment,NEG
적;타협,POS,Medium,Judgment,POS
적;테러,NEG,High,Judgment,NEG
적틀;로,POS,Medium,Judgment,POS
적;편견,POS,Medium,Judgment,POS
적;평론가,POS,Low,Judgment,POS
적;흥취,POS,Medium,Judgment,POS
적;히스테리,NEG,Medium,Judgment,NEG
적격;이,POS,High,Judgment,POS
적극;검토,POS,Low,Judgment,POS
적극;나서,POS,Medium,Judgment,POS
적극;적,POS,Medium,Judgment,POS
적극;참여,POS,Medium,Judgment,POS
적극;추천,POS,High,Judgment,POS
적도;보다,POS,Medium,Argument,POS
적막;에서,NEG,Low,Argument,POS
적반하장;의,NEG,High,Judgment,NEG
적어도;내,NEG,Medium,Argument,POS
적어도;아직,NONE,None,Others,POS
적어도;아직까지,NONE,None,Others,POS
적응력;이,NEUT,Medium,Judgment,NEUT
적정;화,POS,Medium,Judgment,POS
적합;성,NEG,High,Judgment,NEG
전;에,NEUT,Low,Argument,POS
전국;적,POS,Medium,Judgment,POS
전념;하,POS,Medium,Intention,POS
전락;하,NEG,Medium,Judgment,NEG
전례;없,POS,High,Judgment,POS
전례;없이,NEUT,Medium,Judgment,POS
전망;이,POS,Low,Speculation,POS
전망;하,NEG,Medium,Speculation,POS
전;무하,NEG,Medium,Judgment,NEG
전문;자원,POS,High,Judgment,POS
전문;자원봉사자,POS,High,Judgment,POS
전문;적,POS,High,Judgment,POS
전문화;되,NEG,Medium,Judgment,NEG
전문가;집단,POS,Medium,Judgment,POS
전반;적,POS,Medium,Judgment,POS
전시;하,POS,Medium,Judgment,POS
전시;하아,POS,Medium,Judgment,POS
전시장;으로,POS,Medium,Judgment,POS
전적;으로,NONE,None,Others,POS
전제;조건,POS,Medium,Judgment,POS
전조;가,NEUT,Medium,Argument,POS
전철;을,NEG,Medium,Judgment,NEG
전통문화;의,POS,Low,Argument,POS
전투;적,POS,Low,Judgment,POS
전한;다고,POS,Medium,Argument,POS
전혀;다르,POS,Medium,Argument,POS
전혀;다른,POS,Medium,Judgment,POS
전혀;뒷받침,NEG,High,Judgment,NEG
전혀;아랑곳,POS,Medium,Emotion,NEUT
전형;적,NEG,Low,Judgment,NEUT
전화;를,POS,Medium,Judgment,POS
전화번호;에,POS,Medium,Judgment,POS
전화기;와,POS,Medium,Judgment,POS
절규;하,NEG,High,Argument,POS
절대;나아가,POS,High,Judgment,POS
절대;나아가지,POS,High,Judgment,POS
절대;없,NEG,High,Argument,POS
절대;없어,NEG,High,Argument,POS
절대;적,NEG,Medium,Judgment,NEG
절대;정숙,POS,High,Judgment,POS
절대로;다른,NEG,High,Argument,POS
절대;주의,POS,Medium,Judgment,POS
절도;있,POS,Medium,Judgment,POS
절레절레흔들;는,NEG,Medium,Argument,POS
절로;신,POS,Medium,Argument,POS
절망;하,NEG,Medium,Emotion,NEG
절망;감,NEG,High,Emotion,NEG
절;박하,NEG,High,Judgment,NEG
절반;가격,POS,Medium,Judgment,POS
절실;히,POS,High,Intention,POS
젊;게살,POS,High,Judgment,POS
젊은;날,COMP,Medium,Speculation,POS
젊은;시절,POS,Medium,Argument,POS
젊음;의,POS,Medium,Judgment,POS
점;들,POS,Medium,Judgment,POS
점;을,NEUT,Medium,Argument,POS
점;이,NONE,None,Judgment,POS
점령;하,NEG,Medium,Judgment,NEG
점수;를,COMP,Medium,Judgment,COMP
점점;고립,NEG,Medium,Argument,POS
점점;깊,NEG,Medium,Argument,POS
점점;깊어,NEG,Medium,Argument,POS
점진;적,POS,Medium,Judgment,POS
접근;하,POS,Medium,Judgment,POS
정;을,NEG,Medium,Argument,POS
정겹;고,POS,Medium,Judgment,POS
정;교하,POS,Medium,Judgment,POS
정기;를,POS,High,Judgment,POS
정도;노래,POS,Medium,Judgment,POS
정도;늦,NEG,Medium,Judgment,NEG
정도;늦게,NEG,Medium,Judgment,NEG
정도;떨어지,POS,Medium,Judgment,POS
정도;떨어진,POS,Medium,Judgment,POS
정도;로,NONE,None,Others,POS
정도;비싸,NEG,Low,Judgment,NEG
정도;싸,POS,Medium,Judgment,POS
정도;싼,POS,Medium,Judgment,POS
정도;이,NONE,None,Judgment,POS
정도;인,NONE,None,Agreement,POS
정도;확보,POS,Low,Judgment,POS
정도;확신,POS,Low,Agreement,POS
정;들,NEG,Medium,Argument,POS
정;리하,POS,Medium,Argument,POS
정말;감사,POS,High,Emotion,POS
정말;감사하,POS,High,Emotion,POS
정말;꿈,POS,High,Emotion,POS
정말;좋아하,POS,Medium,Judgment,POS
정보화;마인드,POS,Medium,Judgment,POS
정부;가,POS,Medium,Judgment,POS
정상;급,POS,Medium,Judgment,POS
정서;를,POS,Medium,Judgment,POS
정성껏;봉양,POS,High,Judgment,POS
정숙;의,POS,High,Judgment,POS
정신;에,NEG,Medium,Judgment,NEG
정신;에도,NEG,Medium,Judgment,NEG
정신;을,NEG,Low,Judgment,NEG
정신;의,POS,Medium,Judgment,POS
정신;이,POS,High,Judgment,POS
정신;적,NEUT,Medium,Judgment,NEUT
정신병;으로,NEG,Medium,Judgment,NEG
정의;하,NEUT,Low,Argument,POS
정지선;을,NEG,Medium,Judgment,NEG
정착;되,POS,Medium,Judgment,POS
정착;시키,POS,Medium,Intention,POS
정책;의,NEG,High,Judgment,NEG
정책;이,NEG,Medium,Argument,POS
정책;적,POS,Medium,Judgment,POS
정체;상태,NEG,High,Judgment,NEG
정취;가,POS,Medium,Judgment,POS
정치;적,NEG,High,Judgment,NEG
정화;만,POS,Medium,Judgment,POS
정화;만을,POS,Medium,Judgment,POS
정확히;명시,NEG,Medium,Judgment,NEG
젖도;안,NEG,Medium,Judgment,NEG
젖;에,NEG,Low,Judgment,NEG
젖;을,POS,Low,Argument,POS
제;위반,NEG,Medium,Judgment,NEG
제공;하,POS,Medium,Judgment,POS
제기;되,NEG,Medium,Argument,POS
제;기하,NEG,Medium,Judgment,POS
제기;한,NEUT,Medium,Others,POS
제대로;받,NEG,Medium,Argument,POS
제대로;배우,NEG,Medium,Judgment,NEG
제대로;배울,NEG,Medium,Judgment,NEG
제대로;보,NEG,Medium,Argument,POS
제대로;보아,NEG,Medium,Argument,POS
제대로;보이,POS,Medium,Judgment,POS
제대로;이해,NEG,Medium,Judgment,NEG
제대로;정착,POS,Medium,Judgment,POS
제도;언론,NEG,Medium,Judgment,NEG
제발;로,NEG,Medium,Intention,POS
제수;용품,POS,Medium,Argument,POS
제시;하,POS,Medium,Argument,POS
제아무리;높,NEG,Medium,Argument,POS
제아무리;높은,NEG,Medium,Argument,POS
제왕;처럼,NEG,Medium,Judgment,NEG
제자리;를,NEG,Medium,Judgment,NEG
제재;를,POS,Medium,Argument,POS
제;치어,POS,Medium,Argument,POS
제품;의,NEUT,Low,Argument,POS
제품;이,POS,Medium,Argument,POS
제한;이,NEG,Medium,Judgment,NEG
조각가;들,POS,Low,Judgment,POS
조건;이,POS,Medium,Judgment,POS
조건;적,POS,High,Emotion,POS
조금;과장,NEG,Low,Judgment,NEG
조금;더,NEUT,Medium,Judgment,NEUT
조금;도,POS,High,Judgment,POS
조금;만,POS,Medium,Intention,POS
조금;이,NONE,None,Others,POS
조금;이라도,NONE,None,Others,POS
조리;기,POS,Medium,Judgment,POS
조명;과,POS,Medium,Argument,POS
조성;되,NEG,Medium,Judgment,NEG
조속;하,POS,Medium,Judgment,POS
조속;한,POS,Medium,Judgment,POS
조언;을,POS,Medium,Argument,POS
조언;이,POS,Medium,Judgment,POS
조언;하,POS,Low,Argument,POS
조직;적,NEUT,High,Judgment,NEUT
조차;느끼,NEG,High,Judgment,NEG
조차;않,NEG,High,Judgment,NEG
조;차하,NEG,Medium,Judgment,NEG
조차;할,NEG,Medium,Judgment,NEG
조치;위반,NEG,Medium,Judgment,NEG
조화;롭,POS,Medium,Judgment,POS
조화롭;게,POS,Medium,Judgment,POS
존;경하,POS,High,Judgment,POS
존재;이유,POS,Medium,Argument,POS
존재한;다는,POS,Medium,Argument,POS
존;중하,POS,Medium,Judgment,POS
좀더;가까이,POS,Medium,Judgment,POS
좀더;많,POS,Medium,Argument,POS
좀더;상세,POS,Medium,Judgment,POS
좀;들,POS,Medium,Argument,POS
좁;은,NEG,Low,Judgment,NEG
종교인;이,NEUT,Medium,Argument,POS
종류;가,POS,Medium,Argument,POS
종합;적,NEUT,Medium,Judgment,POS
좋;겠,NEUT,Medium,Judgment,POS
좋;습니까,POS,Medium,Argument,POS
좋;아,POS,Medium,Judgment,POS
좋;아서,POS,Medium,Intention,POS
좋;았,POS,Medium,Argument,POS
좋;은,POS,Medium,Judgment,POS
좋아하는;책,POS,Medium,Judgment,POS
좌수;로,NEG,Medium,Argument,POS
좌절;감,NEG,Medium,Judgment,NEG
좌파;성향,NEUT,Medium,Judgment,NEUT
죄;씌우,NEG,Medium,Argument,POS
죄;씌우었,NEG,Medium,Argument,POS
죄;의식,NEG,Medium,Judgment,NEG
주고;또는,POS,Medium,Judgment,POS
주는;것,POS,Medium,Argument,POS
주는;부모,NEG,Medium,Judgment,NEG
주지;않,NEG,Medium,Judgment,NEG
주고;용서,NEG,Medium,Argument,POS
준;사람,NEG,Medium,Argument,POS
준;적,NEG,Medium,Argument,POS
주는;버팀목,POS,Medium,Argument,POS
줄;수,NEUT,Medium,Argument,POS
주며;반짝이,POS,Medium,Judgment,POS
주어;서,NEG,Medium,Judgment,NEG
주;어서는,NEG,Medium,Judgment,NEG
주검;들,POS,Low,Judgment,POS
주례;를,POS,Medium,Argument,POS
주로;호소,NEG,Low,Argument,POS
주류;이,POS,Medium,Judgment,POS
주류;이라고,POS,Medium,Judgment,POS
주목;되,COMP,Medium,Judgment,POS
주목;받,POS,Medium,Judgment,POS
주;목하,NEG,Medium,Intention,POS
주문;이,POS,Medium,Judgment,POS
주변;사람,POS,Low,Argument,POS
주;선하,POS,Medium,Argument,POS
주어진;개념,POS,Medium,Argument,POS
주위;사람,NEG,Medium,Judgment,NEG
주일;이나,NEG,Medium,Argument,POS
주;입하,NEG,Low,Judgment,NEG
주장;도,POS,Medium,Argument,POS
주장;만,NEG,Medium,Judgment,NEG
주장;만을,NEG,Medium,Judgment,NEG
주장;이,POS,Medium,Argument,POS
주;장하,POS,Medium,Argument,POS
주장;하아,POS,Medium,Argument,POS
주;저하,POS,Medium,Judgment,POS
주저;하지,POS,Medium,Judgment,POS
주전자;들,POS,Medium,Argument,POS
주창;하,POS,Medium,Argument,POS
주체농법;을,POS,Medium,Argument,POS
주체성;을,POS,Medium,Judgment,POS
주체;의식,NEG,Medium,Judgment,NEG
주체;적,POS,Medium,Judgment,POS
죽게;만들,NEG,Medium,Judgment,NEG
죽어;있,NEG,Medium,Argument,POS
죽은;셰익스피어,POS,Medium,Judgment,POS
죽음;과,NEG,Medium,Argument,POS
준비;없,NEG,Medium,Judgment,NEG
준비;중,POS,Medium,Intention,POS
준비;중이,POS,Medium,Intention,POS
준엄;하,POS,Medium,Judgment,POS
줄이;끊,NEG,Medium,Judgment,NEG
줄곧;아름답,NEG,Medium,Argument,POS
줄일;수,POS,Low,Argument,POS
줏대;없,NEG,High,Judgment,NEG
중소;일,POS,Low,Argument,POS
중고;등산,POS,Medium,Argument,POS
중국;기업,NEG,Medium,Argument,POS
중국;과,POS,Low,Argument,POS
중국;에,NEG,Medium,Argument,POS
중단;시키,NEG,Medium,Judgment,NEG
중독;으로,NEG,Medium,Judgment,NEG
중심;에서,POS,Medium,Judgment,POS
중앙;집중,POS,Medium,Judgment,POS
중얼거림;에,NEG,Medium,Judgment,NEG
중점;적,POS,Medium,Judgment,POS
중;주단,POS,Medium,Argument,POS
중화민족;의,NEG,Medium,Judgment,NEG
쥘;수,POS,Medium,Judgment,POS
즉각;중단,NEG,High,Agreement,NEG
즐거움;을,POS,Medium,Judgment,POS
즐겁;게,POS,Medium,Emotion,POS
즐길;수,POS,High,Judgment,POS
즐기어;하,POS,Medium,Judgment,POS
증명;하,POS,Low,Judgment,POS
증명;하아,POS,Low,Judgment,POS
증상;은,NEG,Low,Argument,POS
증폭;시키,NEG,High,Judgment,NEG
진;않,POS,Medium,Argument,POS
지는;않,NEG,Medium,Judgment,POS
지;말,POS,Medium,Judgment,POS
지;않,NEG,Medium,Judgment,NEG
지;않겠,NEUT,Low,Intention,NEUT
지;않고,POS,Medium,Judgment,POS
지;않기,POS,Medium,Argument,POS
지;않는,NEG,Medium,Judgment,NEG
지;않아,NEG,High,Argument,POS
지;않았,NONE,None,Others,POS
지;않은,NEG,Medium,Judgment,NEG
지적;도둑,NEG,Medium,Argument,POS
지적;이,NEG,Medium,Argument,POS
지;새끼,NEG,Medium,Judgment,NEG
진;것,NEG,Medium,Judgment,NEG
진작;가,POS,Medium,Judgment,POS
진;평론가,POS,Medium,Judgment,POS
질;수,POS,High,Judgment,POS
지면;어둠,POS,Medium,Judgment,POS
지었;다,POS,Medium,Argument,POS
지갑;을,POS,High,Judgment,POS
지겹;어요,NEG,Medium,Argument,POS
지구;를,NEG,Medium,Argument,POS
지극히;어렵,NEG,High,Judgment,NEG
지금;세계,NEG,Medium,Argument,POS
지금;이용,POS,Medium,Judgment,POS
지나;았,NEG,Medium,Argument,POS
지나지;않,NEG,Low,Judgment,NEUT
지나치;게,NEG,Medium,Judgment,NEUT
지난;하,NEG,High,Judgment,NEG
지난번;보다,POS,Medium,Argument,POS
지니;게,POS,Medium,Argument,POS
지만;연극,POS,Medium,Argument,POS
지;만이,POS,Medium,Argument,POS
지만;장주,NEUT,Medium,Argument,NEUT
지만지;나,POS,Medium,Judgment,POS
지만지;난,POS,Medium,Judgment,POS
지망;하,POS,Medium,Intention,POS
지방산;포도주,POS,Low,Judgment,POS
지방;을,NEG,Medium,Judgment,NEG
지배;를,NEG,Medium,Judgment,NEG
지속되;고,NEG,Medium,Argument,POS
지속;적,POS,Medium,Judgment,POS
지식;과,POS,Medium,Judgment,POS
지식;이,NEG,Medium,Judgment,NEG
지역;으로,NEUT,Low,Argument,POS
지역;호텔,NEUT,Low,Argument,POS
지울;수,NEG,High,Judgment,NEG
지원;을,NEG,Medium,Judgment,NEG
지원;하,POS,Medium,Argument,POS
지원;자,POS,Low,Argument,POS
지위;를,POS,High,Judgment,POS
지;적하,NEG,Medium,Argument,POS
지점;에,NEG,Low,Argument,POS
지지;를,POS,High,Judgment,POS
지지;서명,POS,Medium,Agreement,POS
지킬;수,POS,Medium,Argument,POS
지키어;주,POS,Medium,Judgment,POS
지하철;미군,NEG,High,Judgment,NEG
지향;점,POS,Medium,Judgment,POS
지향;하,POS,Medium,Judgment,POS
지휘자;상,POS,High,Judgment,POS
직결;되,POS,Medium,Judgment,POS
직무;유기,NEG,Medium,Judgment,NEG
직접;보,POS,Medium,Judgment,POS
직접;보기,POS,Medium,Judgment,POS
직접;체험,POS,Medium,Judgment,POS
직접;홍보,NEG,Low,Judgment,NEG
직접;적,NEG,Medium,Judgment,NEG
진;귀하,POS,Medium,Judgment,POS
진귀;한,POS,Medium,Judgment,POS
진단;받,NEG,Medium,Judgment,NEG
진단;을,POS,Medium,Argument,POS
진;면목,POS,Medium,Judgment,POS
진보;에,POS,Medium,Judgment,POS
진보;적,POS,Medium,Judgment,POS
진수;를,POS,High,Judgment,POS
진실;의,NEG,Medium,Judgment,NEG
진심;을,POS,Medium,Intention,POS
진원;지,POS,Medium,Judgment,POS
진원;지로,POS,Medium,Judgment,POS
진정;나,POS,Medium,Argument,POS
진정;난,POS,Medium,Argument,POS
진정;을,NEG,High,Argument,POS
진출;본격,POS,Medium,Argument,POS
진통;을,NEG,Medium,Judgment,NEG
질;을,POS,Medium,Judgment,POS
질;과,NEG,Medium,Argument,POS
질;은,NEG,Medium,Judgment,NEG
질;하,POS,Medium,Intention,POS
질문;들,NEUT,Medium,Others,POS
질병;을,POS,Medium,Judgment,POS
질책;을,NEG,Medium,Judgment,NEG
질;투하,NEG,Medium,Judgment,NEG
질환;과,NEUT,Medium,Argument,POS
질환;많,NEG,Low,Judgment,NEG
질환;을,NEG,Medium,Judgment,NEG
질환;의,NEUT,Medium,Argument,POS
집도;갖,NEG,Low,Argument,POS
집;말,NEG,Medium,Argument,POS
집은;궁전,POS,Medium,Argument,POS
집의;아이,POS,Medium,Argument,POS
집;이,NEUT,Medium,Argument,POS
집;이다,POS,Medium,Argument,POS
집어;내,NEG,Medium,Judgment,NEG
집단;대응,POS,Medium,Intention,POS
집단;이,POS,Medium,Judgment,POS
집단;적,NEG,High,Judgment,NEUT
집주인;과,POS,Low,Argument,POS
집중;이,NEG,Medium,Judgment,NEG
집중;이안,NEG,Medium,Judgment,NEG
집중;화,POS,Medium,Judgment,POS
집;착하,POS,Medium,Argument,POS
집착;하지,POS,Medium,Argument,POS
짓;이,NEG,Medium,Judgment,NEG
짙은;안개,NEUT,Medium,Judgment,NEUT
짜;리,NEG,Medium,Judgment,NEG
짜;이,POS,Medium,Judgment,POS
짝;이,NEG,High,Emotion,NEG
짧게;깎,NEG,Low,Argument,POS
짧으;면,NEG,Low,Argument,POS
째;흥행,POS,Medium,Judgment,POS
쪽;으로,NEG,Medium,Argument,POS
쪽;으로가,NEG,Medium,Argument,POS
쪽;만,NEG,Medium,Argument,POS
차기;쉽,POS,Medium,Argument,POS
차갑;어,POS,Low,Judgment,POS
차단;되,NEG,High,Judgment,NEG
차별;폐지,POS,Medium,Judgment,POS
차세;대,POS,Medium,Judgment,POS
차이;가,NEG,Medium,Judgment,NEG
차이;가나,NEG,Medium,Judgment,NEG
차지;하,POS,Medium,Judgment,POS
차질;없이,POS,Medium,Judgment,POS
착;각하,NEG,Medium,Judgment,NEG
착실;한,POS,High,Judgment,POS
착잡;한,NEG,Medium,Emotion,NEG
착하;게살,POS,Medium,Judgment,POS
찬성;은,NEG,Medium,Agreement,NEG
찬성;은하,NEG,Medium,Agreement,NEG
참고;견디,POS,High,Judgment,POS
참;재미있,POS,High,Emotion,POS
참되;게,POS,Medium,Judgment,POS
참마;다,NEG,Medium,Argument,POS
참가인;원,NEG,Medium,Argument,POS
참여;는,POS,Medium,Argument,POS
참여;하,POS,Medium,Judgment,POS
창가;에,NEUT,Low,Argument,POS
창문;열,NEG,Medium,Judgment,NEG
창문;열고,NEG,Medium,Judgment,NEG
창시자;이,POS,Medium,Judgment,POS
창작;도,NEUT,Medium,Argument,POS
창작;무대,POS,Low,Judgment,POS
창;작곡,POS,Medium,Judgment,POS
창조성;은,NEG,Medium,Judgment,NEG
찾지;않,POS,Medium,Argument,POS
채;그대로,NEG,Medium,Argument,POS
채;줄이,NEG,Medium,Judgment,NEG
채소;를,POS,Medium,Judgment,POS
채용;꺼리,NEG,Medium,Argument,POS
채택;하,POS,Medium,Judgment,POS
책;꺼내,NEUT,Low,Argument,POS
책;으로,POS,Medium,Judgment,POS
책;을,POS,Medium,Argument,POS
책;이,POS,Medium,Judgment,POS
책;이며,POS,Medium,Argument,POS
책임;이,NEG,Medium,Judgment,NEG
책임자;들,NEUT,Low,Argument,POS
처럼;다가오,NEG,Medium,Judgment,NEG
처럼;보이,POS,Low,Judgment,POS
처럼;보이지,POS,Low,Judgment,POS
처럼;부드럽,POS,Medium,Judgment,POS
처럼;수줍,POS,Medium,Judgment,POS
처럼;자기,NEG,Medium,Judgment,NEG
처럼;화려,POS,Low,Argument,POS
처럼;화려하,POS,Low,Argument,POS
처리;를,NEG,Medium,Judgment,NEG
처음;에,POS,Medium,Argument,POS
처음;엔,POS,Medium,Argument,POS
처음;으로,COMP,Medium,Argument,POS
처음;은,NEG,Medium,Judgment,NEG
처음;있,POS,Medium,Judgment,POS
처음;있는,POS,Medium,Judgment,POS
처;절하,NEG,Medium,Judgment,NEG
처절;할,NEG,Medium,Judgment,NEG
처지;에,NEG,Medium,Judgment,NEG
처지;에서,NEG,Medium,Argument,POS
처지;이,NEG,Medium,Judgment,NEG
척;박하,NEG,Medium,Judgment,NEG
천배;보복,NEG,High,Judgment,NEG
천;원주,POS,Medium,Judgment,POS
천만;을,POS,Low,Argument,POS
천;진하,POS,Medium,Judgment,POS
천진;함,POS,Medium,Judgment,POS
철;을,NEG,Medium,Judgment,NEG
철;이,NEG,Medium,Emotion,NEG
철;이를,NEG,Medium,Emotion,NEG
철학;이야기,POS,Medium,Argument,POS
첫;체계,POS,Medium,Judgment,POS
첫걸음;되,POS,Medium,Judgment,POS
청구;하,NEG,High,Judgment,NEG
청와대;비서진,NEG,High,Judgment,NEG
체계;나,POS,Medium,Judgment,POS
체계;화,POS,Medium,Judgment,POS
체질;을,POS,Medium,Judgment,POS
초;울트라,POS,Medium,Argument,POS
초;특급,POS,High,Judgment,POS
초;현실,POS,Low,Judgment,POS
초현;실적,POS,Low,Judgment,POS
초과;하,NEG,Low,Judgment,NEG
초기;에,NEG,Medium,Judgment,NEG
초목;과,NEUT,Low,Argument,POS
초;미,COMP,High,Judgment,COMP
초점;을,POS,Medium,Judgment,POS
촉구;하,POS,Low,Argument,POS
촉망;받,POS,Medium,Judgment,POS
촉촉하;아,COMP,High,Emotion,COMP
촌평;을,NEUT,Medium,Argument,POS
촘촘하;게,NEG,Low,Judgment,NEG
총력전;이,NEUT,Medium,Judgment,POS
총리;표창,POS,High,Judgment,POS
총살;당하,NEG,Low,Judgment,NEG
총;소리,POS,Medium,Judgment,POS
촬영;하,POS,Medium,Judgment,POS
촬영;하듯,POS,Medium,Judgment,POS
최;장,POS,Medium,Judgment,POS
최고;배우,POS,High,Judgment,POS
최고;의,POS,High,Judgment,POS
최고;이,POS,High,Judgment,POS
최근;유행,POS,Medium,Judgment,POS
최대;규모,POS,Medium,Judgment,POS
최대;의,NEG,High,Judgment,NEG
최대;의당면,NEG,High,Judgment,NEG
최선;을,POS,High,Judgment,POS
최소;화,POS,Medium,Judgment,POS
최저임금;심위,POS,Medium,Argument,POS
최저임금제;의,POS,Medium,Argument,POS
최초;로,POS,Medium,Judgment,POS
최후;를,NEG,Medium,Judgment,NEG
추구;하,POS,High,Judgment,POS
추락;하,NEG,High,Judgment,NEG
추산;되,NEUT,Low,Judgment,COMP
추석;때,POS,Medium,Argument,POS
추억;떠오르,POS,Medium,Emotion,POS
추정;되,POS,Medium,Speculation,POS
추정;하,NEUT,Medium,Speculation,POS
추진;노력,POS,Medium,Intention,POS
추진;중,POS,Medium,Intention,POS
추진;중이,POS,Medium,Intention,POS
추진;하,POS,Medium,Intention,POS
추;천하,POS,High,Judgment,POS
축소;형,POS,High,Judgment,POS
축;하하,NEG,Medium,Judgment,NEG
축하;하아,NEG,Medium,Judgment,NEG
출연;도,NEG,Low,Argument,POS
출;연하,NEG,Low,Argument,POS
출혈;의,NEUT,Medium,Argument,POS
춤;을,POS,Medium,Judgment,POS
충격;이,NEG,High,Emotion,NEG
충격;적,NEG,High,Judgment,NEG
충분히;보,POS,High,Judgment,POS
충분히;볼,POS,High,Judgment,POS
충분히;보완,POS,High,Judgment,POS
충실;하,POS,Medium,Judgment,POS
충실;히,POS,High,Agreement,POS
충족;시키,POS,Medium,Judgment,POS
취향;대로,POS,Medium,Argument,POS
측면;이,POS,Medium,Judgment,POS
치자;면,NONE,None,Others,POS
치밀;는,NEG,Medium,Argument,POS
치열;한,COMP,High,Argument,COMP
치유;를,POS,Low,Argument,POS
치;유하,POS,Medium,Judgment,POS
친근감;이,POS,Medium,Emotion,POS
친하;아,POS,Medium,Judgment,POS
침략;도,NEG,Medium,Judgment,NEG
침략;행위,NEG,Medium,Judgment,NEG
칭찬;을,NEG,Medium,Argument,POS
카메라;에,POS,Medium,Argument,POS
카메라;움직임,POS,Medium,Judgment,POS
칼날;같이,NEG,High,Judgment,NEG
콜럼버스;시대,NEG,Medium,Argument,POS
콩;을,NEUT,Low,Argument,POS
크게;늘,POS,High,Judgment,POS
크게;다르,NEUT,Medium,Judgment,NEUT
크게;부족,NEG,Medium,Argument,POS
크게;붙,NEUT,Medium,Intention,POS
크게;위협,NEG,High,Judgment,NEG
크게;인기,POS,High,Judgment,POS
큰;고객,NEG,High,Judgment,POS
큰;과제,NEG,Medium,Judgment,NEG
큰;기여,POS,High,Judgment,POS
큰;논란,NEG,Medium,Judgment,NEG
큰;도움,POS,High,Judgment,POS
큰;맥,NEUT,High,Judgment,NEUT
큰;변화,POS,Medium,Judgment,POS
큰;생명,POS,Medium,Judgment,POS
큰;섬,NEG,Medium,Argument,POS
큰;이유,NEG,Medium,Judgment,NEUT
큰;즐거움,POS,High,Emotion,POS
큰;힘,POS,Medium,Judgment,POS
크림;거품,POS,Medium,Judgment,POS
큼;직,POS,Low,Judgment,POS
큼;직하,POS,Low,Judgment,POS
키우어;가,POS,Low,Argument,POS
타고난;약골,NEG,Medium,Judgment,NEG
타;당하,POS,Medium,Judgment,POS
타협;성,POS,Medium,Judgment,POS
타협;자세,POS,Medium,Judgment,POS
탄로;나,NEG,Medium,Judgment,NEG
탄생;을,POS,Medium,Judgment,POS
탓;에,NONE,None,Others,POS
탓;이,NONE,None,Judgment,POS
태극기;를,NEUT,Medium,Argument,POS
